absolute_community,absolute_unigram_topic,absolute_unigram_keywords,weighted_community,weighted_unigram_topic,weighted_unigram_keywords,absolute_bigram_topic,absolute_bigram_keywords,weighted_bigram_topic,weighted_bigram_keywords,members,all_keywords,absolute_keywords,weighted_keywords,general_theme_gpt,general_theme_names,absolute_theme_gpt,absolute_theme_names,weighted_theme_gpt,weighted_theme_names
97,5,"['maga', 'travelban', 'trump', 'lgbt', 'islam', 'muslimban', 'tcot', 'marinelepen', 'judge', 'vote', 'read', 'france', 'americafirst']",92,4,"['travelban', 'maga', 'refugee', 'immigration', 'judge', 'tcot', 'immigrant', 'islam', 'america']",8,"['travelban', 'refugeeswelcome', 'maga', 'refugee', 'muslimban', 'islam', 'trump', 'enter_country', 'pvv', 'country', 'tcot', 'stopislamofobia', 'bordersclose']",2,"['travelban', 'maga', 'refugee', 'tcot', 'muslimban', 'islam', 'americafirst']","[179284235, 329772412, 1579461362]","maga,travelban,trump,lgbt,islam,muslimban,tcot,marinelepen,judge,vote,read,france,americafirst,refugeeswelcome,refugee,enter_country,pvv,country,stopislamofobia,bordersclose,immigration,immigrant,america","maga,travelban,trump,lgbt,islam,muslimban,tcot,marinelepen,judge,vote,read,france,americafirst,refugeeswelcome,refugee,enter_country,pvv,country,stopislamofobia,bordersclose","travelban,maga,refugee,immigration,judge,tcot,immigrant,islam,america,muslimban,americafirst","{'US Politics and Immigration': ['maga', 'travelban', 'trump', 'muslimban', 'americafirst', 'refugeeswelcome', 'refugee', 'enter_country', 'bordersclose', 'immigration', 'immigrant', 'america'], 'LGBT and Islam': ['lgbt', 'islam', 'stopislamofobia'], 'European Politics': ['marinelepen', 'france', 'pvv'], 'Judiciary and Voting': ['judge', 'vote'], 'Conservative Online Community': ['tcot', 'read']}",US Politics and Immigration.LGBT and Islam.European Politics.Judiciary and Voting.Conservative Online Community,"{'US Politics and Immigration': ['maga', 'travelban', 'trump', 'muslimban', 'americafirst', 'refugeeswelcome', 'refugee', 'enter_country', 'bordersclose'], 'LGBT and Islam': ['lgbt', 'islam', 'stopislamofobia'], 'European Politics': ['marinelepen', 'france', 'pvv'], 'Judiciary and Voting': ['judge', 'vote'], 'Conservative Online Community': ['tcot', 'country', 'read']}",US Politics and Immigration.LGBT and Islam.European Politics.Judiciary and Voting.Conservative Online Community,"{'US Immigration and Travel Policies': 'travelban, refugee, immigration, immigrant, muslimban', 'Political and Social Movements in America': 'maga, tcot, americafirst', 'Judicial and Legal Aspects': 'judge', 'Religious and Cultural Context': 'islam, america'}",US Immigration and Travel Policies.Political and Social Movements in America.Judicial and Legal Aspects.Religious and Cultural Context
98,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",93,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",5,"['ban', 'muslimban', 'travel', 'offend_sink', 'muslim', 'block', 'long_conservative', 'trump', 'offend', 'leave_americans', 'judge']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[104891939, 158136902, 787961053535699000]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,muslimban,offend_sink,muslim,long_conservative,offend,leave_americans,executive_order,federal_judge,sign","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,muslimban,offend_sink,muslim,long_conservative,offend,leave_americans","ban,travel,trump,revise,order,judge,president,hawaii,trumps,block,executive_order,federal_judge,immigration,sign","{'US Immigration Policy': 'ban, travel, trump, order, revise, judge, trumps, hawaii, president, block, immigration, muslimban, executive_order, federal_judge, sign', 'Controversial Political Actions': 'offend_sink, muslim, long_conservative, offend, leave_americans'}",US Immigration Policy.Controversial Political Actions,"{'US Immigration Policy': 'ban, travel, trump, order, revise, judge, trumps, hawaii, president, block, immigration, muslimban, muslim, long_conservative, offend, leave_americans'}",US Immigration Policy,"{'Travel Ban': 'ban, travel, trump, revise, order, judge, president, hawaii, trumps, block, executive_order, federal_judge, immigration, sign'}",Travel Ban
99,11,"['nobannowall', 'muslimban', 'bigotry', 'noban', 'riseup', 'remember', 'immigration', 'immigrant', 'stand']",94,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[812361923304034300, 812361923304034304, 815708250217840600]","nobannowall,muslimban,bigotry,noban,riseup,remember,immigration,immigrant,stand,ban,muslim,trump,president,travel,refugee,travelban,judge_robart,executive_order,judge","nobannowall,muslimban,bigotry,noban,riseup,remember,immigration,immigrant,stand,ban,muslim,trump,president","ban,trump,muslimban,muslim,nobannowall,travel,refugee,travelban,judge_robart,executive_order,judge","{'Immigration and Travel Ban': 'nobannowall, muslimban, bigotry, noban, riseup, remember, immigration, immigrant, stand, ban, muslim, trump, president, travel, refugee, travelban, judge_robart, executive_order, judge'}",Immigration and Travel Ban,"{'Immigration and Anti-Discrimination Protests': 'nobannowall, muslimban, bigotry, noban, riseup, remember, immigration, immigrant, stand, ban, muslim, trump, president'}",Immigration and Anti-Discrimination Protests,"{'US Travel Ban Controversy': ['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee', 'travelban', 'judge_robart', 'executive_order', 'judge']}",US Travel Ban Controversy
100,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",96,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[754021502375395300, 754021502375395328, 761455354278535200]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,sign","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,travel,trump,revise,order,judge,president,hawaii,trumps,block,executive_order,federal_judge,immigration,sign","{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge', 'sign']}",US Immigration Policy,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'Travel Ban': 'ban, travel, trump, revise, order, judge, president, hawaii, trumps, block, executive_order, federal_judge, immigration, sign'}",Travel Ban
101,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",99,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[78817006, 715329083802931200, 791783093145178112, 808342475228127232]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,sign","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,travel,trump,revise,order,judge,president,hawaii,trumps,block,executive_order,federal_judge,immigration,sign","{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge', 'sign']}",US Immigration Policy,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'Travel Ban': 'ban, travel, trump, revise, order, judge, president, hawaii, trumps, block, executive_order, federal_judge, immigration, sign'}",Travel Ban
102,11,"['nobannowall', 'muslimban', 'bigotry', 'noban', 'riseup', 'remember', 'immigration', 'immigrant', 'stand']",100,5,"['entire', 'mussie', 'roll', 'ass', 'bind', 'rag', 'wild', 'happy', 'brilliant']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[892071500, 4883035583, 745580638309318656]","nobannowall,muslimban,bigotry,noban,riseup,remember,immigration,immigrant,stand,ban,muslim,trump,president,entire,mussie,roll,ass,bind,rag,wild,happy,brilliant,travelban,travel,judge_robart,executive_order,judge","nobannowall,muslimban,bigotry,noban,riseup,remember,immigration,immigrant,stand,ban,muslim,trump,president","entire,mussie,roll,ass,bind,rag,wild,happy,brilliant,muslimban,ban,muslim,nobannowall,trump,travelban,travel,judge_robart,executive_order,judge","{'US Immigration Policy and Protests': ['nobannowall', 'muslimban', 'bigotry', 'noban', 'riseup', 'remember', 'immigration', 'immigrant', 'stand', 'ban', 'muslim', 'trump', 'president', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']}",US Immigration Policy and Protests,"{'Immigration and Anti-Discrimination Protests': 'nobannowall, muslimban, bigotry, noban, riseup, remember, immigration, immigrant, stand, ban, muslim, trump, president'}",Immigration and Anti-Discrimination Protests,"{'Travel Ban Controversy': ['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']}",Travel Ban Controversy
103,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",101,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",1,"['york_city', 'shut_newyorkweather', 'newyorkweather', 'york', 'coast_snowstorm', 'outdoor', 'outdoor_subway', 'subway', 'york_city_outdoor_subway', 'snowstorm', 'east_coast', 'newyorkweather_nyc', 'deadly_east_coast_snowstorm', 'deadly_east', 'jonas', 'winter', 'dump', 'blizzard', 'paralyze', 'subways']","[1636673089, 2453781038, 2483500938, 2798607668]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,york_city,shut_newyorkweather,newyorkweather,york,coast_snowstorm,outdoor,outdoor_subway,subway,york_city_outdoor_subway,snowstorm,east_coast,newyorkweather_nyc,deadly_east_coast_snowstorm,deadly_east,jonas,winter,dump,blizzard,paralyze,subways","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,travel,trump,revise,order,judge,president,hawaii,trumps,block,york_city,shut_newyorkweather,newyorkweather,york,coast_snowstorm,outdoor,outdoor_subway,subway,york_city_outdoor_subway,snowstorm,east_coast,newyorkweather_nyc,deadly_east_coast_snowstorm,deadly_east,jonas,winter,dump,blizzard,paralyze,subways","{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Severe Weather in New York': ['york_city', 'shut_newyorkweather', 'newyorkweather', 'york', 'coast_snowstorm', 'outdoor', 'outdoor_subway', 'subway', 'york_city_outdoor_subway', 'snowstorm', 'east_coast', 'newyorkweather_nyc', 'deadly_east_coast_snowstorm', 'deadly_east', 'jonas', 'winter', 'dump', 'blizzard', 'paralyze', 'subways']}",US Immigration Policy.Severe Weather in New York,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'US Travel Ban Legal Challenges': ['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block'], 'Severe Winter Weather in New York': ['york_city', 'shut_newyorkweather', 'newyorkweather', 'york', 'coast_snowstorm', 'outdoor', 'outdoor_subway', 'subway', 'york_city_outdoor_subway', 'snowstorm', 'east_coast', 'newyorkweather_nyc', 'deadly_east_coast_snowstorm', 'deadly_east', 'jonas', 'winter', 'dump', 'blizzard', 'paralyze', 'subways']}",US Travel Ban Legal Challenges.Severe Winter Weather in New York
104,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",102,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[89084118, 188143601, 298602588, 634560527, 1260106039, 1896346400, 2227526898, 2787999736, 3274668836, 789232802558533632]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,muslimban,muslim,nobannowall,refugee,executive_order,federal_judge,sign","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,muslimban,muslim","ban,trump,muslimban,muslim,nobannowall,travel,refugee,executive_order,order,judge,revise,federal_judge,hawaii,president,trumps,block,immigration,sign","{'US Immigration Policy Controversy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'muslimban', 'muslim', 'nobannowall', 'refugee', 'executive_order', 'federal_judge', 'sign']}",US Immigration Policy Controversy,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'muslimban', 'muslim']}",US Immigration Policy,"{'US Immigration Policy Controversy': ['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']}",US Immigration Policy Controversy
105,8,"['refugeeswelcome', 'travelban', 'refugee', 'immigrant', 'stopislamofobia', 'immigration', 'woman', 'migrantenkriminalitat', 'nation', 'constitution']",103,4,"['travelban', 'maga', 'refugee', 'immigration', 'judge', 'tcot', 'immigrant', 'islam', 'america']",8,"['travelban', 'refugeeswelcome', 'maga', 'refugee', 'muslimban', 'islam', 'trump', 'enter_country', 'pvv', 'country', 'tcot', 'stopislamofobia', 'bordersclose']",5,"['refugeeswelcome', 'stopislamofobia', 'migrantenkriminalitat', 'stopislamofobia_refugeeswelcome', 'prouracisme']","[20702013, 1099960518, 750423143907487744]","refugeeswelcome,travelban,refugee,immigrant,stopislamofobia,immigration,woman,migrantenkriminalitat,nation,constitution,maga,muslimban,islam,trump,enter_country,pvv,country,tcot,bordersclose,judge,america,stopislamofobia_refugeeswelcome,prouracisme","refugeeswelcome,travelban,refugee,immigrant,stopislamofobia,immigration,woman,migrantenkriminalitat,nation,constitution,maga,muslimban,islam,trump,enter_country,pvv,country,tcot,bordersclose","travelban,maga,refugee,immigration,judge,tcot,immigrant,islam,america,refugeeswelcome,stopislamofobia,migrantenkriminalitat,stopislamofobia_refugeeswelcome,prouracisme","{'Immigration and Refugee Policies': ['refugeeswelcome', 'travelban', 'refugee', 'immigrant', 'immigration', 'migrantenkriminalitat', 'muslimban', 'enter_country', 'bordersclose', 'stopislamofobia_refugeeswelcome'], 'Nationalism and Political Movements': ['nation', 'constitution', 'maga', 'trump', 'pvv', 'america', 'tcot'], 'Anti-Islamophobia and Racism': ['stopislamofobia', 'islam', 'prouracisme'], 'Legal and Judicial Actions': ['judge']}",Immigration and Refugee Policies.Nationalism and Political Movements.Anti-Islamophobia and Racism.Legal and Judicial Actions,"{'Immigration and Refugee Policies': 'refugeeswelcome, travelban, refugee, immigrant, immigration, muslimban, enter_country, bordersclose', 'Anti-Islam Sentiment and Islamophobia': 'stopislamofobia, islam, muslimban', 'Nationalism and Political Movements': 'nation, constitution, maga, trump, pvv, tcot', 'Gender and Migration': 'woman, migrantenkriminalitat'}",Immigration and Refugee Policies.Anti-Islam Sentiment and Islamophobia.Nationalism and Political Movements.Gender and Migration,"{'US Immigration and Refugee Policies': ['travelban', 'refugee', 'immigration', 'immigrant', 'refugeeswelcome'], 'Political and Social Movements': ['maga', 'tcot', 'stopislamofobia', 'stopislamofobia_refugeeswelcome', 'prouracisme'], 'Judicial and Legal Aspects': ['judge'], 'Islam and Islamophobia': ['islam', 'stopislamofobia', 'stopislamofobia_refugeeswelcome'], 'Crime and Migration': ['migrantenkriminalitat'], 'American Identity and Values': ['america']}",US Immigration and Refugee Policies.Political and Social Movements.Judicial and Legal Aspects.Islam and Islamophobia.Crime and Migration.American Identity and Values
106,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",104,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[3184778978, 3185719406, 3192741882]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,muslimban,muslim,nobannowall,refugee,travelban,judge_robart","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,trump,muslimban,muslim,nobannowall,travel,refugee,travelban,judge_robart,executive_order,judge","{'US Immigration Policy': 'ban, travel, trump, order, revise, judge, trumps, hawaii, president, block, immigration, executive_order, federal_judge, muslimban, muslim, nobannowall, refugee, travelban, judge_robart'}",US Immigration Policy,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'US Travel Ban Controversy': ['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee', 'travelban', 'judge_robart', 'executive_order', 'judge']}",US Travel Ban Controversy
107,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",107,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[756335606607720400, 766729935205441537, 827375613484806144, 833470697364000768]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,muslimban,muslim,nobannowall,refugee,sign","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,trump,muslimban,muslim,nobannowall,travel,refugee,executive_order,order,judge,revise,federal_judge,hawaii,president,trumps,block,immigration,sign","{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge', 'muslimban', 'muslim', 'nobannowall', 'refugee', 'sign']}",US Immigration Policy,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'US Immigration Policy Controversy': ['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']}",US Immigration Policy Controversy
108,2,"['ban', 'muslim', 'muslimban', 'trump', 'court']",108,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[545022186, 2358290025, 3114762761]","ban,muslim,muslimban,trump,court,president,nobannowall,travel,refugee,travelban,judge_robart,executive_order,judge","ban,muslim,muslimban,trump,court,president","ban,trump,muslimban,muslim,nobannowall,travel,refugee,travelban,judge_robart,executive_order,judge","{'US Travel Ban Controversy': ['ban', 'muslim', 'muslimban', 'trump', 'court', 'president', 'nobannowall', 'travel', 'refugee', 'travelban', 'judge_robart', 'executive_order', 'judge']}",US Travel Ban Controversy,"{'Travel Ban Controversy': 'ban, muslim, muslimban, trump, court, president'}",Travel Ban Controversy,"{'US Travel Ban Controversy': ['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee', 'travelban', 'judge_robart', 'executive_order', 'judge']}",US Travel Ban Controversy
109,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",109,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[1083844621, 2337607069, 823090566250512385]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,sign","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,travel,trump,revise,order,judge,president,hawaii,trumps,block,executive_order,federal_judge,immigration,sign","{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge', 'sign']}",US Immigration Policy,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'Travel Ban': 'ban, travel, trump, revise, order, judge, president, hawaii, trumps, block, executive_order, federal_judge, immigration, sign'}",Travel Ban
110,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",110,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",1,"['york_city', 'shut_newyorkweather', 'newyorkweather', 'york', 'coast_snowstorm', 'outdoor', 'outdoor_subway', 'subway', 'york_city_outdoor_subway', 'snowstorm', 'east_coast', 'newyorkweather_nyc', 'deadly_east_coast_snowstorm', 'deadly_east', 'jonas', 'winter', 'dump', 'blizzard', 'paralyze', 'subways']","[3033404777, 3033572704, 3035590697, 3035768752]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,york_city,shut_newyorkweather,newyorkweather,york,coast_snowstorm,outdoor,outdoor_subway,subway,york_city_outdoor_subway,snowstorm,east_coast,newyorkweather_nyc,deadly_east_coast_snowstorm,deadly_east,jonas,winter,dump,blizzard,paralyze,subways","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,travel,trump,revise,order,judge,president,hawaii,trumps,block,york_city,shut_newyorkweather,newyorkweather,york,coast_snowstorm,outdoor,outdoor_subway,subway,york_city_outdoor_subway,snowstorm,east_coast,newyorkweather_nyc,deadly_east_coast_snowstorm,deadly_east,jonas,winter,dump,blizzard,paralyze,subways","{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Severe Winter Weather in New York': ['radio_live', 'stock_money', 'york_city', 'shut_newyorkweather', 'newyorkweather', 'york', 'coast_snowstorm', 'outdoor', 'outdoor_subway', 'subway', 'york_city_outdoor_subway', 'snowstorm', 'east_coast', 'newyorkweather_nyc', 'deadly_east_coast_snowstorm', 'deadly_east', 'jonas', 'winter', 'dump', 'blizzard', 'paralyze', 'subways']}",US Immigration Policy.Severe Winter Weather in New York,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'US Travel Ban Legal Challenges': ['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block'], 'Severe Winter Weather in New York': ['york_city', 'shut_newyorkweather', 'newyorkweather', 'york', 'coast_snowstorm', 'outdoor', 'outdoor_subway', 'subway', 'york_city_outdoor_subway', 'snowstorm', 'east_coast', 'newyorkweather_nyc', 'deadly_east_coast_snowstorm', 'deadly_east', 'jonas', 'winter', 'dump', 'blizzard', 'paralyze', 'subways']}",US Travel Ban Legal Challenges.Severe Winter Weather in New York
